Customer Review,Emotion,word_count,cleaned_text,encoded_emotion
Penjual tidak komunikatif...,Fear,3,penjual tidak komunikatif,1
respon lambat,Fear,2,respon lambat,1
"Secara barang tidak ada masalah, saya bicara tentang respon penjual yang sangat lambat (saya sampai mengajukan pembatalan SECARA TIBA2 di respon) saran saya tolong responsif dalam penjualan online ini. banyak yang jual sustain keyboard, jadi menurut saya jgn menyepelekan karena toko anda jual sudah banyak. customer butuh kejelasan saat membeli barangnya. Dalam hal ini sya sudah bertanya lebih dari 8x sehari mengenai pengirimannya. saya kecewa dan KAPOK belanja disini.",Fear,69,secara barang tidak ada masalah saya bicara tentang respon penjual yang sangat lambat saya sampai mengajukan pembatalan secara tiba di respon saran saya tolong responsif dalam penjualan online ini banyak yang jual sustain keyboard jadi menurut saya jgn menyepelekan karena toko anda jual sudah banyak customer butuh kejelasan saat membeli barangnya dalam hal ini sya sudah bertanya lebih dari x sehari mengenai pengirimannya saya kecewa dan kapok belanja disini,1
"Barang rusak setelah seminggu. Respon penjual buruk. Katanya garansi, chat saja tidak dibalas. Garansi bohong ! Pikir LG deh klo mau beli disini.",Fear,23,barang rusak setelah seminggu respon penjual buruk katanya garansi chat saja tidak dibalas garansi bohong pikir lg deh klo mau beli disini,1
speaker dan mic nya ga bunyi,Fear,6,speaker dan mic nya ga bunyi,1
ga kerekam suaranya,Fear,3,ga kerekam suaranya,1
udah di hubungkan Ama hp n tablet tetep gak bisa,Fear,10,udah di hubungkan ama hp n tablet tetep gak bisa,1
Memang sih murah barangnya... Tp boleh lah ya komplain.... Btw ini sy yg ga bisa make nya apa barangnya yg rusak ya?? Udh pake splitter jg ga fungsi ??????,Fear,29,memang sih murah barangnya tp boleh lah ya komplain btw ini sy yg ga bisa make nya apa barangnya yg rusak ya udh pake splitter jg ga fungsi,1
Jelek banget mic nya. Gak nyala. Kabel cuman 50 cm. Akhirnya cuma dipake bando nya doang dan mic pake lavalier yang ada,Anger,22,jelek banget mic nya gak nyala kabel cuman cm akhirnya cuma dipake bando nya doang dan mic pake lavalier yang ada,0
mic ga berfungsi,Fear,3,mic ga berfungsi,1
mic tdk berfungsi dgn baik / rusak gak bunyi,Fear,9,mic tdk berfungsi dgn baik rusak gak bunyi,1
Kirim barang tanpa diperiksa lg tidak bisa.Di pungsikan colokan kabel cas ggk di bisa masukkan kelubang utk cas nya Jd ggk bisa ngecas ????,Fear,24,kirim barang tanpa diperiksa lg tidak bisadi pungsikan colokan kabel cas ggk di bisa masukkan kelubang utk cas nya jd ggk bisa ngecas,1
kualitas kurang bagus,Sadness,3,kualitas kurang bagus,4
kurang bagus,Sadness,2,kurang bagus,4
ga berfungsi dengan baik,Sadness,4,ga berfungsi dengan baik,4
"Jelas2 udah pilih varian biru, dan di catatan juga ditulis �warna biru�.. eeehh.. kok ya tanpa konfirmasi dikirim warna putih. Ya sudah lah. Males komplen.. ??",Anger,26,jelas udah pilih varian biru dan di catatan juga ditulis �warna biru� eeehh kok ya tanpa konfirmasi dikirim warna putih ya sudah lah males komplen,0
mic nya gak respon,Fear,4,mic nya gak respon,1
Barang ga ada yg bisa di pake.,Fear,7,barang ga ada yg bisa di pake,1
"bahannya jelek, baru pake sehari sdh rusak",Fear,7,bahannya jelek baru pake sehari sdh rusak,1
Tidak ada pengaruh besar kecil suara .,Fear,7,tidak ada pengaruh besar kecil suara,1
suaranya tetep ae kecil ??,Fear,5,suaranya tetep ae kecil,1
Lama pengirimannya.,Fear,2,lama pengirimannya,1
Gak bisa dipake bunyi kemeresek,Fear,5,gak bisa dipake bunyi kemeresek,1
"kualitas ok, respond penjual cepat sekali",Happy,6,kualitas ok respond penjual cepat sekali,2
mantap rekomendasi dah thank's,Love,4,mantap rekomendasi dah thanks,3
Sesuai harga,Happy,2,sesuai harga,2
"Micnya bagus, sayang mini tripodnya ringkih banget, punya saya sudah patah. Btw saya beli 2, mau coba saya gunakan 2 mics dlm 1 pc. Di Mac OS, micnya terdetect hanya jadi 1 device saja karena product id yg sama walau sudah di colok 22nya. Semoga ada update firmware terkait ini. Krn di beberapa usb mic lain, devicenya otomatis terdetect walau dipasang 2/3 usb mic secara bersamaan.",Happy,66,micnya bagus sayang mini tripodnya ringkih banget punya saya sudah patah btw saya beli mau coba saya gunakan mics dlm pc di mac os micnya terdetect hanya jadi device saja karena product id yg sama walau sudah di colok nya semoga ada update firmware terkait ini krn di beberapa usb mic lain devicenya otomatis terdetect walau dipasang usb mic secara bersamaan,2
"Barang yang dipesan sesuai, datang dengan selamat",Happy,7,barang yang dipesan sesuai datang dengan selamat,2
fiturnya cukup bagus sesuai harga,Happy,5,fiturnya cukup bagus sesuai harga,2
"Suaranya bagus, jernih, tapi buat discord kayaknya kurang deh, untuk rekam audio padahal bagus. Worth the price.",Happy,17,suaranya bagus jernih tapi buat discord kayaknya kurang deh untuk rekam audio padahal bagus worth the price,2
"barang bagus, sesuai harga. Pengiriman cepat, pesen malem pas paginya sampe",Happy,11,barang bagus sesuai harga pengiriman cepat pesen malem pas paginya sampe,2
"bagus kokoh, sellernya ramah beut eyyy puas deh bakal repurchase lagi",Love,11,bagus kokoh sellernya ramah beut eyyy puas deh bakal repurchase lagi,3
barang sesuai deskripsi,Happy,3,barang sesuai deskripsi,2
"nyampenya cepet, kualitas seusai",Happy,4,nyampenya cepet kualitas seusai,2
"Barang sdh diterima dlm kondisi baik.., packing bagus rapi, pengiriman cepat..., mksh",Happy,12,barang sdh diterima dlm kondisi baik packing bagus rapi pengiriman cepat mksh,2
"barang lumayan bagus, respon penjual cepat",Happy,6,barang lumayan bagus respon penjual cepat,2
bagus sesuai,Happy,2,bagus sesuai,2
"mantap, meskipun bahannya bukan metal, tapi cukup kuat. udah dicoba sampe fret 6 pun suaranya ga sember. perlu diingat, ini capo gitar akustik ya bukan klasik, jadi bentuknya karetnya agak melengkung menyesuaikan bentuk fret akustik, bukan datar kyk gitar klasik",Happy,40,mantap meskipun bahannya bukan metal tapi cukup kuat udah dicoba sampe fret pun suaranya ga sember perlu diingat ini capo gitar akustik ya bukan klasik jadi bentuknya karetnya agak melengkung menyesuaikan bentuk fret akustik bukan datar kyk gitar klasik,2
barang sudah sampai??,Happy,3,barang sudah sampai,2
pelayanan memuaskan dan barang sesuai ??,Happy,6,pelayanan memuaskan dan barang sesuai,2
"barangnya sampai dgn selamat. bonus 2 pic. pengirimannya aman. capo plastik motif kayu, bantalannya karet. semoga awet",Happy,17,barangnya sampai dgn selamat bonus pic pengirimannya aman capo plastik motif kayu bantalannya karet semoga awet,2
"Dari segi estetik bagus banget, tapi cengkramannya kurang, jadi kalo di pake kadang suaranya geter, meskipun bisa dipake.. Dengan harga segitu, sangat worth it apalagi designnya yang elegant..",Happy,28,dari segi estetik bagus banget tapi cengkramannya kurang jadi kalo di pake kadang suaranya geter meskipun bisa dipake dengan harga segitu sangat worth it apalagi designnya yang elegant,2
Terima kasih telah menjual Seruling Yamaha Ori dan barang cepat tiba dalam keadaan baik.,Happy,14,terima kasih telah menjual seruling yamaha ori dan barang cepat tiba dalam keadaan baik,2
"bagus produknya, fast delivery. thank you seller ^^",Happy,8,bagus produknya fast delivery thank you seller,2
"respon cepat, kiriman cepat, barang sesuai, recommended seller",Love,8,respon cepat kiriman cepat barang sesuai recommended seller,3
barangggggg okkkkk,Happy,2,barangggggg okkkkk,2
"pesanan sudah diterima bagus dan sesuai , thxxxxxxxxxxxxxxxxxxxxxxxxx",Happy,8,pesanan sudah diterima bagus dan sesuai thxxxxxxxxxxxxxxxxxxxxxxxxx,2
"Pengiriman cepat, datang sesuai pesanan dan dibungkus dengan rapi. Terima kasih y barang sdh diterima dgn baik.",Happy,17,pengiriman cepat datang sesuai pesanan dan dibungkus dengan rapi terima kasih y barang sdh diterima dgn baik,2
"bahannya bagus, seler ramah",Happy,4,bahannya bagus seler ramah,2
"barang berfungsi dgn baik, pengiriman super cepat",Happy,7,barang berfungsi dgn baik pengiriman super cepat,2
"trima kasih, respon cepat, barang sampai dgn selamat ??",Happy,9,trima kasih respon cepat barang sampai dgn selamat,2
Barang berfungsi baik semoga awet,Happy,5,barang berfungsi baik semoga awet,2
"Sesuai pesanan, tidak ada yg rusak",Happy,6,sesuai pesanan tidak ada yg rusak,2
Pengiriman barang cepat dan kualitas mantap sesuai dengan harga .,Happy,10,pengiriman barang cepat dan kualitas mantap sesuai dengan harga,2
Bagus dan rapi. Pengiriman juga cepat.,Happy,6,bagus dan rapi pengiriman juga cepat,2
respon baik mutu lumayan hrg terjangkau,Happy,6,respon baik mutu lumayan hrg terjangkau,2
Rapi dan pas banget,Happy,4,rapi dan pas banget,2
Bahannya sama persis kayak sarung motor. Pengiriman cepat. Ya lumayan lah untuk harga segini.,Happy,14,bahannya sama persis kayak sarung motor pengiriman cepat ya lumayan lah untuk harga segini,2
sesuai pesanan kualitas barang sesuai dengan harga terima kasih,Happy,9,sesuai pesanan kualitas barang sesuai dengan harga terima kasih,2
pas dan simpel,Happy,3,pas dan simpel,2
Sesuai deskripsi. Packing Positive.,Happy,4,sesuai deskripsi packing positive,2
ini pembelian ke 2 tidak mengecewakan... belum di unboxing...makasih banget bang next order lagi...,Love,14,ini pembelian ke tidak mengecewakan belum di unboxingmakasih banget bang next order lagi,3
ya cukup puas makasih ??,Happy,5,ya cukup puas makasih,2
"aman sampai tujuan dan cepat, tinggal buka packingan blum sy cek, mdh2an tidak ada yg sobek, trims bos...next order lagi",Love,20,aman sampai tujuan dan cepat tinggal buka packingan blum sy cek mdhan tidak ada yg sobek trims bosnext order lagi,3
bagus sekali pengiriman cepat,Happy,4,bagus sekali pengiriman cepat,2
barang sdh tiba dengan selamat... Trimakasih ??,Happy,7,barang sdh tiba dengan selamat trimakasih,2
"besi tebal, sesuai deskripsi & foto",Happy,6,besi tebal sesuai deskripsi foto,2
"pengiriman cepat, kualitas sangat bagus, gak ada yg cacat packingan sangat kuat dan rapih, kokoh banget,gak nyangka gede banget. tks sukses selalu ????",Happy,23,pengiriman cepat kualitas sangat bagus gak ada yg cacat packingan sangat kuat dan rapih kokoh bangetgak nyangka gede banget tks sukses selalu,2
"mantap, bagus dan teba",Happy,4,mantap bagus dan teba,2
Barangnya mulus..,Happy,2,barangnya mulus,2
barang udah nyampe ..makasih broo,Happy,5,barang udah nyampe makasih broo,2
"barang ok, pengiriman cepat recommended seller",Love,6,barang ok pengiriman cepat recommended seller,3
"Joystick berfungsi dengan baik, plug and play. Build quality kokoh, terdeteksi dengan baik di Steam.",Happy,15,joystick berfungsi dengan baik plug and play build quality kokoh terdeteksi dengan baik di steam,2
"all Positive, overall feelnya enak dulu sempet punya, aga nyesel juga dulu sempet jual, dri build quality beda lah sama controller dng harga yg sama, better banget feel kerasa kokohnya buat housingnya ????",Happy,33,all positive overall feelnya enak dulu sempet punya aga nyesel juga dulu sempet jual dri build quality beda lah sama controller dng harga yg sama better banget feel kerasa kokohnya buat housingnya,2
Garansi resmi. Packing Bagus. Harganya bersaing. kelengkapan sesuai.,Happy,8,garansi resmi packing bagus harganya bersaing kelengkapan sesuai,2
"-1 bintang karena packing ga pake bubble wrap, walaupun sampai dengan selamat & tanpa ccd. Penjual fast respon & proses, barang sesuai dan terdeteksi sebagai xbox controller, colok langsung pakai tanpa perlu config",Happy,33,bintang karena packing ga pake bubble wrap walaupun sampai dengan selamat tanpa ccd penjual fast respon proses barang sesuai dan terdeteksi sebagai xbox controller colok langsung pakai tanpa perlu config,2
Cepat sekali pengirimannya. Seller ramah & kualitas barangnya mulus. Recommended,Love,10,cepat sekali pengirimannya seller ramah kualitas barangnya mulus recommended,3
"Stik berfungsi normal. Sudah coba connect ke PC windows, maupun macOS (bigsur) semua aman. Plug n play di steam dan apple arcade. Packaging rapih, seller fast response.",Happy,27,stik berfungsi normal sudah coba connect ke pc windows maupun macos bigsur semua aman plug n play di steam dan apple arcade packaging rapih seller fast response,2
"barang original beli yg asia dpt reg asia jpn, overall lancar udh seminggu pakai normal. barang bener mulus dan ori bagus. smoga awet terus tingkatkan pelayanan nya gan",Happy,28,barang original beli yg asia dpt reg asia jpn overall lancar udh seminggu pakai normal barang bener mulus dan ori bagus smoga awet terus tingkatkan pelayanan nya gan,2
penjual sangat fast respon dan kualitas barang sangat bagus sesuai dengan spesifikasi tanpa ada cacat,Happy,15,penjual sangat fast respon dan kualitas barang sangat bagus sesuai dengan spesifikasi tanpa ada cacat,2
"bertanya apapun selalu di jawab dengan lengkap dan sabar, barang cepat sampai, packing rapih... terima kasih untuk admin nya ????",Happy,20,bertanya apapun selalu di jawab dengan lengkap dan sabar barang cepat sampai packing rapih terima kasih untuk admin nya,2
"Harganya bersaing. kelengkapan sesuai. Plus bonus cantik. diproses kurang dr 24 jam, lightning fast??. Sudah dites dan berfungsi normal. thank you seller",Happy,22,harganya bersaing kelengkapan sesuai plus bonus cantik diproses kurang dr jam lightning fast sudah dites dan berfungsi normal thank you seller,2
"Sellernya responsif banget, semua pertanyaaan dijawab, pengiriman sameday nyampenya juga sameday, mantep, rekomen deh ni tokonya",Happy,16,sellernya responsif banget semua pertanyaaan dijawab pengiriman sameday nyampenya juga sameday mantep rekomen deh ni tokonya,2
Keren banget adminnya! Dibantuin dari awal sampai akhir hehe. Fast respon juga.Ini gamenya bisa semua yaa,Happy,16,keren banget adminnya dibantuin dari awal sampai akhir hehe fast respon jugaini gamenya bisa semua yaa,2
garansi resmi. kelengkapan sesuai. garansi internasional. Harganya bersaing.,Happy,8,garansi resmi kelengkapan sesuai garansi internasional harganya bersaing,2
"Brgnya cpt sampai, packing maxi, trims utk seller..toko recommend",Love,9,brgnya cpt sampai packing maxi trims utk sellertoko recommend,3
"puas, pengiriman cepat, barang datang tanpa cacat, pengemasan bagus trmksh",Happy,10,puas pengiriman cepat barang datang tanpa cacat pengemasan bagus trmksh,2
"Packingnya rapi dan aman pakai bubblewrap, kualitasnya bagus udah dicoba dan berfungsi semua gak ada kendala, tombolnya empuk dan tidak keras, top markotop lah.",Love,24,packingnya rapi dan aman pakai bubblewrap kualitasnya bagus udah dicoba dan berfungsi semua gak ada kendala tombolnya empuk dan tidak keras top markotop lah,3
"Barangnya ok, kemasannya tidak ada rusak. Joycon ungu (sebelah kanan) sempat tidak terdeteksi, namun setelah re insert joyconnya dua kali, akhirnya berfungsi. So no issue there! Harganya bersaing, sellernya fast response, terima kasih!",Happy,33,barangnya ok kemasannya tidak ada rusak joycon ungu sebelah kanan sempat tidak terdeteksi namun setelah re insert joyconnya dua kali akhirnya berfungsi so no issue there harganya bersaing sellernya fast response terima kasih,2
"delivery: packing mantap, pengiriman cepat barang: build quality mantap, solid, responsif juga, kyknya beneran ori (rumble ada, amiibo ke-detect, klik home button auto on)",Happy,24,delivery packing mantap pengiriman cepat barang build quality mantap solid responsif juga kyknya beneran ori rumble ada amiibo kedetect klik home button auto on,2
"Packing Baik, pengiriman cepatt.... udh 3 kali belanja di toko ini dan selalu puas dengan pelayanannya.. terima ksih yah..",Love,19,packing baik pengiriman cepatt udh kali belanja di toko ini dan selalu puas dengan pelayanannya terima ksih yah,3
"Sudah beberapa kali belanja disini dan tidak pernah mengecewakan, baik pelayanan maupun produk dan packaging nya. Barang sesuai dengan yang di request + original. Packaging nya bagus, dengan bubble wrap yang tebal juga dilapisi kardus, jadi aman deh selama pengiriman.",Happy,40,sudah beberapa kali belanja disini dan tidak pernah mengecewakan baik pelayanan maupun produk dan packaging nya barang sesuai dengan yang di request original packaging nya bagus dengan bubble wrap yang tebal juga dilapisi kardus jadi aman deh selama pengiriman,2
"barang sesuai pesanan,pengiriman cepat,pengemasan sangat bagus,bubble wrap tebal????",Happy,8,barang sesuai pesananpengiriman cepatpengemasan sangat bagusbubble wrap tebal,2
"Alhamdulillah mendarat dgn mulus,, smuanya berfungsi dgn baik dan bs d mainkan d tv jg,, tp stik controllernya emang keras sih jd cpt pegel.",Happy,24,alhamdulillah mendarat dgn mulus smuanya berfungsi dgn baik dan bs d mainkan d tv jg tp stik controllernya emang keras sih jd cpt pegel,2
kelengkapan sesuai. Harganya bersaing. harus dimodif casingnya biar bisa masuk ke ps2 seri 50006,Happy,14,kelengkapan sesuai harganya bersaing harus dimodif casingnya biar bisa masuk ke ps seri,2
Awalnya saya kira belum dibuka untuk diisi freemcboot...tyt sudah dibuka tinggal tes di mesin :) thx,Happy,16,awalnya saya kira belum dibuka untuk diisi freemcboottyt sudah dibuka tinggal tes di mesin thx,2
"Paket sampai barang sesuai pesanan, bisa dipakein di scph-50000. Bisa untuk boot HDD internal, cuma mesti konfigurasi ulang di chip matrix nya. Terimakasih. Semoga awet",Happy,25,paket sampai barang sesuai pesanan bisa dipakein di scph bisa untuk boot hdd internal cuma mesti konfigurasi ulang di chip matrix nya terimakasih semoga awet,2
"Barang sesuai, build qualitynya cukup oke, respon seller jg cepat, overall selalu puas belanja disini. Thx",Happy,16,barang sesuai build qualitynya cukup oke respon seller jg cepat overall selalu puas belanja disini thx,2
"Kualitas kokoh. Slot cartridge-nya terbuat dari karet, jadi gampang masukinnya dan ga bikin cartridgenya lecet, ukurannya juga compact bgt, gampang dibawa kemana-mana dan ga menuh-menuhin tempat. Motifnya juga bukan cuma gambar atau stiker, tapi bener2 timbul dari bahan karet",Happy,39,kualitas kokoh slot cartridgenya terbuat dari karet jadi gampang masukinnya dan ga bikin cartridgenya lecet ukurannya juga compact bgt gampang dibawa kemanamana dan ga menuhmenuhin tempat motifnya juga bukan cuma gambar atau stiker tapi bener timbul dari bahan karet,2
"bagus lah ini, tombol nya anti kepencet� sendiri karna kalau mau pause / play mesti Double tap. beda sama yg under 200rban atau merk n*kia.Kualitas bahan bagus. Harganya bersaing. Packing Bagus. kelengkapan sesuai.",Happy,33,bagus lah ini tombol nya anti kepencet� sendiri karna kalau mau pause play mesti double tap beda sama yg under rban atau merk nkiakualitas bahan bagus harganya bersaing packing bagus kelengkapan sesuai,2
"Barangnya bagus pengirimannya cepat, cuma kekurangan agan satu ini yaitu terlalu baik dan ramah, bahkan pengiriman di hari Minggupun dijalankan. Tuhan memberkati, sehat dan sukses selalu. Terima Kasih.",Love,28,barangnya bagus pengirimannya cepat cuma kekurangan agan satu ini yaitu terlalu baik dan ramah bahkan pengiriman di hari minggupun dijalankan tuhan memberkati sehat dan sukses selalu terima kasih,3
"Saran, dikasih logo/tulisan 1more di silikon nya, terus untuk indikator charge dikasih lubang biar keliatan jelas ngecas/ngga. Overall puas sama barangnya.",Happy,21,saran dikasih logotulisan more di silikon nya terus untuk indikator charge dikasih lubang biar keliatan jelas ngecasngga overall puas sama barangnya,2
"overall keren. Paking aman, seller ramah n fast respond jga ??",Happy,11,overall keren paking aman seller ramah n fast respond jga,2
"untuk barang nya lumayan bagus wkwk ada harga ada kualitas ga masalah, respon barang nya juga cukup bagus sensitif nya",Happy,20,untuk barang nya lumayan bagus wkwk ada harga ada kualitas ga masalah respon barang nya juga cukup bagus sensitif nya,2
packing rapi.barang sesuai produk.fast respon chat.pesanan 24jam sampai.top markotop,Happy,9,packing rapibarang sesuai produkfast respon chatpesanan jam sampaitop markotop,2
seller responsif dan membimbing step by step sampai bisa,Happy,9,seller responsif dan membimbing step by step sampai bisa,2
Gameny aman buat online offline. Anak saya suka banget mainnya. trims seller,Love,12,gameny aman buat online offline anak saya suka banget mainnya trims seller,3
"Akhirnya bisa main MC online bareng temen, sellernya benar-benar baik ngasih panduannya jelas banget. mantab pokoknya",Love,16,akhirnya bisa main mc online bareng temen sellernya benarbenar baik ngasih panduannya jelas banget mantab pokoknya,3
"terpercaya ori,fast respond,ditunjukan caranya sampai akhir pokoknya the best deh recommended banget",Love,12,terpercaya orifast respondditunjukan caranya sampai akhir pokoknya the best deh recommended banget,3
"BARANG MULUS, PACKINGAN OK, KELENGKAPAN BARANG JUGA OK, TINGGAL KENDALA DI TV SENDIRI WKWKWK, UNTUK MASALAH PS2NYA REKOMENDASI LAH BAGI YG MAU BELI PS2 DISINI. :)",Love,26,barang mulus packingan ok kelengkapan barang juga ok tinggal kendala di tv sendiri wkwkwk untuk masalah psnya rekomendasi lah bagi yg mau beli ps disini,3
"Trm ksh brgnya sdh smp, pengiriman cepat kmrn pesan hari ini sampai, double bubblewrap, penjual responsif dlm QA, kurir oke lah via COD.",Happy,23,trm ksh brgnya sdh smp pengiriman cepat kmrn pesan hari ini sampai double bubblewrap penjual responsif dlm qa kurir oke lah via cod,2
"Packing bubble OK,, kualitas barang sesuai Harga.. Makasih Gan",Happy,9,packing bubble ok kualitas barang sesuai harga makasih gan,2
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,14,untuk harga sgitu bolehlah dan penjual juga menjelaskan cara pakai dengan jelas dan teliti,2
respon seller ok.Barang sesuai deskripsi dan mudah pemasangan sejauh ini puas. Saran membangun untuk stik ps bawaan bisa ditingkatkan atau ada pilihan upgrade stik.Overall worth untuk harga segini. Pengiriman tiba sesuai jadwal meski di akhir. ??,Happy,36,respon seller okbarang sesuai deskripsi dan mudah pemasangan sejauh ini puas saran membangun untuk stik ps bawaan bisa ditingkatkan atau ada pilihan upgrade stikoverall worth untuk harga segini pengiriman tiba sesuai jadwal meski di akhir,2
"bagus, angin nya terasa kuat tapi belum kebiasa ama getarannya doang yang agak kuat",Happy,14,bagus angin nya terasa kuat tapi belum kebiasa ama getarannya doang yang agak kuat,2
Sudah diterima semoga awet Packing Bagus. kelengkapan sesuai.,Happy,8,sudah diterima semoga awet packing bagus kelengkapan sesuai,2
"Barang sudah diterima, sudah dites dan berfungsi dg baik + mantaaaaap..... recomended seller",Love,13,barang sudah diterima sudah dites dan berfungsi dg baik mantaaaaap recomended seller,3
buat xiaomi 9t cocok.. tombolnya empuk bentuknya keren,Happy,8,buat xiaomi t cocok tombolnya empuk bentuknya keren,2
"barang sesuai pesanan, mantap dipakai, sdh prnh pny sblmny tp ilang makany beli lg barang yg sama,, triger super awet dn oke, bs sgala jenis smartphone tebal ?? gw salut sm kecepatan proses kemasan dn waktu kirimny, toko ini rekomen bgt, bsk gw beli lg dehh ????",Love,47,barang sesuai pesanan mantap dipakai sdh prnh pny sblmny tp ilang makany beli lg barang yg sama triger super awet dn oke bs sgala jenis smartphone tebal gw salut sm kecepatan proses kemasan dn waktu kirimny toko ini rekomen bgt bsk gw beli lg dehh,3
Tiap kali beli barang selalu research dulu. This one bener-bener top dibanding yg lain. Ada harga = ada kualitas. Pernah beli yg 20k dan cepet bgt rusak and slip. Kl yg ini solid and the best. Thanks gan.,Happy,38,tiap kali beli barang selalu research dulu this one benerbener top dibanding yg lain ada harga ada kualitas pernah beli yg k dan cepet bgt rusak and slip kl yg ini solid and the best thanks gan,2
"packaging ok, sealed, mulus, sampai dengan selamat. thank you",Happy,9,packaging ok sealed mulus sampai dengan selamat thank you,2
"mantab sesuai pesanan, respon cukup sigap, dan cukup informatif package rapih aman, kondisi barang bagus segel, sempat kendala gosend error jd baru besoknya hari sabtu di proses, sigap bantu proses cepat akhirnya bs diantar sabtu juga. thanks",Happy,37,mantab sesuai pesanan respon cukup sigap dan cukup informatif package rapih aman kondisi barang bagus segel sempat kendala gosend error jd baru besoknya hari sabtu di proses sigap bantu proses cepat akhirnya bs diantar sabtu juga thanks,2
Sudah tidak perlu diragukan lagi Seller ini. Mantap dah ??? Tinggal tunggu waktu kosong untuk main Zelda BOTW ini. Baru tes masuk dan nyalakan saja berjalan lancar normal. Belum sempat main semoga tidak ada kendala. Packing superrrr aman dan kondisi BNIB segel aman,Happy,43,sudah tidak perlu diragukan lagi seller ini mantap dah tinggal tunggu waktu kosong untuk main zelda botw ini baru tes masuk dan nyalakan saja berjalan lancar normal belum sempat main semoga tidak ada kendala packing superrrr aman dan kondisi bnib segel aman,2
"Gueeeercep pol! nanya2 di jam 9, jam 10 transaksi, jam 12 barang udah sampe dari tangerang ke sudirman. packing terbukti aman karena saat pengiriman terjadi hujan (instant courier), pas unboxing isi paket tetap kering! sukses terus gan! recsel!",Happy,38,gueeeercep pol nanya di jam jam transaksi jam barang udah sampe dari tangerang ke sudirman packing terbukti aman karena saat pengiriman terjadi hujan instant courier pas unboxing isi paket tetap kering sukses terus gan recsel,2
"bisa dimainkan dan aman, sellernya juga oke, akunnya juga gk pernah antri, selama ini oke2 aja",Happy,16,bisa dimainkan dan aman sellernya juga oke akunnya juga gk pernah antri selama ini oke aja,2
"mantabb selernya baik banget, penyabar sampe salah paham, tapi selernya tetep profesional dan baik hati..Positive seler Game nya seru!. kelengkapan sesuai. produk terbaru.",Love,23,mantabb selernya baik banget penyabar sampe salah paham tapi selernya tetep profesional dan baik hatipositive seler game nya seru kelengkapan sesuai produk terbaru,3
"respon sellernya cepet banget, malem aja diladenin.. dikasih panduan install pula, bwt yg pemula pasti kebantu banget.. mantaapp gan..",Happy,19,respon sellernya cepet banget malem aja diladenin dikasih panduan install pula bwt yg pemula pasti kebantu banget mantaapp gan,2
"Berfungsi dengan baik, kualitas print juga bagus dan lebih enak disimpen karna ada sleeves nya",Happy,15,berfungsi dengan baik kualitas print juga bagus dan lebih enak disimpen karna ada sleeves nya,2
Barang ok. Worth the money. Pengiriman ok. Yang jelas itu amiibo card sesuai dengan Layered Armor yang didapatkan. Jadi ok. Dont be afraid.,Happy,23,barang ok worth the money pengiriman ok yang jelas itu amiibo card sesuai dengan layered armor yang didapatkan jadi ok dont be afraid,2
"Kartunya berfungsi baik, kualitas printing dan kartunya juga bagus. Cuma kalau mau buat collectible card agak kurang di design. Designnya cm croping dari yg udah ada jadi proporsinya kurang bagus. Yang keluaran baru (monster hunter stories 2) malah cropping dari foto blister figur amiibo yg asli jadi msh keliatan ada blister nya sama lobang gantungannya",Happy,55,kartunya berfungsi baik kualitas printing dan kartunya juga bagus cuma kalau mau buat collectible card agak kurang di design designnya cm croping dari yg udah ada jadi proporsinya kurang bagus yang keluaran baru monster hunter stories malah cropping dari foto blister figur amiibo yg asli jadi msh keliatan ada blister nya sama lobang gantungannya,2
Kualitas bahan bagus. kelengkapan sesuai. Packing Bagus. seller sangat fast respon. recomended.,Love,12,kualitas bahan bagus kelengkapan sesuai packing bagus seller sangat fast respon recomended,3
"AMAZING!! Respon seller cepat. Barang ori seperti di foto dan sesuai deskripsi. Proses pengiriman kilat banget.. Thank you yaa kak, sukses selalu :)",Love,23,amazing respon seller cepat barang ori seperti di foto dan sesuai deskripsi proses pengiriman kilat banget thank you yaa kak sukses selalu,3
"produk sesuai foto, console yg dipakaikan hardcase pas masuk ke dalam pouch. packing aman, pengiriman cepat. terima kasih!",Happy,18,produk sesuai foto console yg dipakaikan hardcase pas masuk ke dalam pouch packing aman pengiriman cepat terima kasih,2
"Produk diterma dengan baik, pengirimannya juga luar biasa cepat, dicoba juga pas banget untuk nintendonya.",Happy,15,produk diterma dengan baik pengirimannya juga luar biasa cepat dicoba juga pas banget untuk nintendonya,2
"pengiriman amat sangat cepat dan packingnya juga rapi dan bagus, harganya ok banget dan yang pasti original. ga nyesel belanja disini karena semuanya ?? thank you to the seller",Love,29,pengiriman amat sangat cepat dan packingnya juga rapi dan bagus harganya ok banget dan yang pasti original ga nyesel belanja disini karena semuanya thank you to the seller,3
"gamepad mantap, tombolnya jg enak tp sayang ukurannya kekecilan. packing jg aman dan pengiriman cepad",Happy,15,gamepad mantap tombolnya jg enak tp sayang ukurannya kekecilan packing jg aman dan pengiriman cepad,2
